FLIGHT_IDENTIFIER,ARRIVAL_EPOCH,ARRIVAL_DELAY
N253WNSJCSNA23683690,23683757.0,-8.0
N223WNMSYBNA23683670,23683757.0,2.0
N508SWSATDAL23683700,23683757.0,-3.0
N917WNMHTMCO23683540,23683758.0,3.0
N371SWLAXSMF23683635,23683758.0,43.0
N7728DTPAHOU23683620,23683758.0,-12.0
N399WNATLTPA23683675,23683759.0,-1.0
N8630BBWIMDW23683570,23683759.0,59.0
N7750ASFODEN23683550,23683760.0,60.0
N385SWRDUBNA23683670,23683760.0,-5.0
N632SWBHMBWI23683660,23683760.0,-10.0
N638SWSMFLAX23683625,23683761.0,61.0
N293WNJAXATL23683670,23683761.0,21.0
N407WNGRRDEN23683600,23683762.0,-33.0
N787SADENLAS23683495,23683762.0,152.0
N797MXLAXDEN23683560,23683762.0,62.0
N8644CPHXFLL23683270,23683763.0,233.0
N522SWDALHOU23683680,23683763.0,18.0
N8640DMKELAS23683515,23683764.0,4.0
N613SWSFOLAX23683500,23683764.0,179.0
N8314LDCADAL23683555,23683765.0,-5.0
N600WNELPLAS23683500,23683765.0,155.0
N610WNRSWBNA23683625,23683766.0,11.0
N901WNMDWOMA23683665,23683766.0,11.0
N382SWBOIDEN23683635,23683766.0,26.0
N269WNLASBUR23683615,23683766.0,86.0
N493WNONTPHX23683685,23683766.0,11.0
N737JWHOUMCO23683630,23683767.0,7.0
N7746CATLDCA23683660,23683767.0,7.0
N766SWBURPHX23683675,23683769.0,9.0
N900WNMCOMKE23683605,23683769.0,-11.0
N960WNMKEDCA23683665,23683769.0,-11.0
N524SWHOUDAL23683710,23683769.0,-1.0
N795SWMDWDEN23683565,23683770.0,40.0
N7814BABQPHX23683690,23683770.0,5.0
N779SWPHXABQ23683705,23683771.0,6.0
N926WNATLSAN23683480,23683771.0,-24.0
N8301JMSPPHX23683575,23683771.0,-14.0
N259WNLAXMDW23683495,23683771.0,36.0
N637SWAUSDAL23683715,23683772.0,2.0
N276WNABQLAS23683605,23683772.0,67.0
N8319FMDWSTL23683680,23683772.0,22.0
N744SWMSYHOU23683695,23683773.0,3.0
N7720FEWRBNA23683630,23683773.0,-17.0
N669SWINDMCO23683585,23683773.0,48.0
N208WNBNAAUS23683655,23683773.0,-27.0
N8606CTUSLAS23683565,23683773.0,128.0
N7727ASJCBUR23683695,23683773.0,18.0
N659SWCRPHOU23683710,23683774.0,9.0
N270WNBNASTL23683715,23683774.0,-11.0
N7709ADALAUS23683730,23683775.0,-10.0
N656SWMKEMCO23683595,23683775.0,0.0
N457WNATLRSW23683675,23683775.0,-5.0
N373SWBOSMKE23683595,23683775.0,10.0
N8317MMDWCLE23683695,23683775.0,5.0
N281WNSNASFO23683685,23683775.0,10.0
N352SWDALMAF23683670,23683775.0,35.0
N731SABWIFLL23683615,23683776.0,-4.0
N752SWBOSMCI23683555,23683776.0,-19.0
N485WNMDWMCI23683625,23683777.0,62.0
N7711NBNAHOU23683635,23683777.0,7.0
N633SWATLPBI23683670,23683777.0,-3.0
N257WNATLFLL23683675,23683778.0,-12.0
N963WNSJCPDX23683670,23683779.0,4.0
N758SWSFOSTL23683515,23683779.0,34.0
N8327ABNAPHX23683560,23683779.0,-16.0
N743SWBUROAK23683715,23683779.0,-6.0
N733SABNADCA23683665,23683779.0,14.0
N210WNLAXPHX23683675,23683779.0,24.0
N420WNMSYSTL23683685,23683780.0,-10.0
N243WNATLLAS23683480,23683781.0,21.0
N8308KDENMDW23683600,23683781.0,41.0
N255WNLGAMKE23683615,23683781.0,6.0
N649SWSANOAK23683605,23683781.0,91.0
N392SWEWRMDW23683540,23683782.0,87.0
N626SWPHLMCO23683635,23683782.0,-18.0
N962WNDENHOU23683610,23683782.0,32.0
N697SWELPSAT23683680,23683782.0,22.0
N704SWTUSDEN23683680,23683782.0,-8.0
N475WNDENSEA23683605,23683782.0,-3.0
N931WNLASSAN23683620,23683782.0,97.0
N406WNMDWLGA23683635,23683783.0,18.0
N740SWHOUDEN23683620,23683784.0,9.0
N7714BPDXDEN23683640,23683784.0,-1.0
N913WNCLEBWI23683690,23683784.0,19.0
N654SWBHMHOU23683650,23683785.0,15.0
N629SWHOUDAL23683680,23683785.0,45.0
N924WNFLLSJU23683640,23683786.0,-4.0
N925WNSANIAD23683300,23683786.0,206.0
N403WNELPHOU23683650,23683786.0,26.0
N8315CLASDEN23683670,23683786.0,6.0
N497WNLASSEA23683600,23683786.0,26.0
N260WNEWRDEN23683530,23683787.0,-18.0
N245WNPHXDTW23683555,23683787.0,7.0
N361SWSFOSAN23683565,23683787.0,137.0
N444WNSANOAK23683695,23683787.0,7.0
N8616CSLCDEN23683695,23683787.0,12.0
N7740ASNADAL23683560,23683788.0,63.0
N916WNPHXAUS23683595,23683788.0,68.0
N746SWPHXSTL23683615,23683788.0,3.0
N7741COAKLAX23683645,23683788.0,73.0
N603SWOAKSEA23683560,23683788.0,113.0
N474WNSJCSAN23683670,23683789.0,44.0
N372SWSFOLAX23683660,23683789.0,54.0
N8609AMDWDAL23683620,23683789.0,19.0
N414WNELPDAL23683705,23683789.0,-11.0
N631SWDALATL23683610,23683789.0,59.0
N956WNSJCPHX23683650,23683790.0,35.0
N650SWBWIRSW23683620,23683791.0,1.0
N8601CSLCPHX23683700,23683791.0,-4.0
N526SWAMADAL23683735,23683791.0,-9.0
N346SWMCOBWI23683625,23683792.0,42.0
N236WNSMFMDW23683530,23683792.0,27.0
N376SWLASGEG23683560,23683793.0,83.0
N389SWLAXOAK23683720,23683793.0,-2.0
N264LVOAKBWI23683500,23683793.0,-7.0
N958WNTPAALB23683645,23683794.0,-16.0
N764SWLAXBNA23683505,23683794.0,59.0
N8610ADCAAUS23683555,23683794.0,9.0
N912WNRNOPHX23683700,23683795.0,-10.0
N465WNSMFSNA23683710,23683795.0,5.0
N618WNOAKABQ23683630,23683795.0,35.0
N732SWFLLSTL23683625,23683796.0,-19.0
N902WNLAXLAS23683600,23683796.0,131.0
N8615EDENBWI23683615,23683797.0,-13.0
N936WNDENLAX23683665,23683797.0,-28.0
N941WNOAKLAS23683640,23683797.0,77.0
N443WNLAXSTL23683540,23683798.0,48.0
N759GSBURLAS23683550,23683798.0,188.0
N473WNHOUOKC23683570,23683798.0,148.0
N422WNLAXDAL23683615,23683798.0,8.0
N261WNFNTLAS23683545,23683799.0,-21.0
N408WNMSYMDW23683660,23683799.0,-1.0
N8649ASANDEN23683640,23683799.0,19.0
N754SWSANSMF23683720,23683800.0,-10.0
N263WNMDWAUS23683590,23683800.0,40.0
N284WNMKESTL23683735,23683800.0,-15.0
N789SWSTLMCO23683650,23683800.0,15.0
N222WNLGABNA23683615,23683800.0,20.0
N8608NBNADAL23683690,23683801.0,-14.0
N219WNATLLGA23683680,23683801.0,-4.0
N8655DLASPHX23683670,23683802.0,62.0
N470WNHOUBHM23683710,23683802.0,2.0
N225WNMDWSDF23683715,23683802.0,17.0
N458WNOAKDEN23683640,23683802.0,17.0
N488WNSANPHX23683685,23683803.0,48.0
N456WNMEMHOU23683710,23683803.0,-12.0
N776WNBNABWI23683695,23683803.0,13.0
N716SWDCASTL23683675,23683803.0,-12.0
N947WNRSWCAK23683665,23683804.0,-16.0
N606SWBWIHOU23683545,23683804.0,34.0
N296WNSJUMCO23683610,23683805.0,5.0
N431WNPHXSFO23683695,23683805.0,-20.0
N425LVSEADEN23683635,23683805.0,20.0
N487WNDENTPA23683615,23683805.0,-5.0
N290WNLASICT23683515,23683806.0,146.0
N636WNINDPHX23683535,23683807.0,27.0
N353SWBWIFLL23683665,23683807.0,-18.0
N235WNSFOSNA23683535,23683807.0,187.0
N401WNLGAATL23683645,23683807.0,-13.0
N969WNSNADEN23683655,23683807.0,22.0
N8628APHXMDW23683600,23683807.0,7.0
N762SWSNAPHX23683680,23683808.0,53.0
N775SWSMFPDX23683580,23683808.0,138.0
N715SWHOUDAL23683740,23683808.0,8.0
N7708ELGACAK23683710,23683809.0,-6.0
N781WNBUROAK23683750,23683809.0,-16.0
N212WNBOIGEG23683710,23683809.0,34.0
N461WNMCOATL23683705,23683809.0,9.0
N523SWDALHOU23683740,23683809.0,4.0
N7703ASDFBWI23683730,23683810.0,-10.0
N628SWBWIATL23683685,23683810.0,5.0
N7751AOAKSEA23683690,23683810.0,5.0
N213WNSMFONT23683740,23683810.0,-5.0
N8325DLAXMDW23683550,23683811.0,21.0
N8326FPHXDEN23683710,23683811.0,-4.0
N8641BLASMDW23683580,23683811.0,16.0
N397SWGSPBWI23683735,23683811.0,-4.0
N280WNBOSBWI23683705,23683812.0,2.0
N790SWPHXOAK23683700,23683812.0,-8.0
N476WNPDXPHX23683675,23683813.0,-12.0
N783SWDALTUL23683705,23683813.0,53.0
N709SWSNASJC23683690,23683813.0,48.0
N556WNBNAJAX23683680,23683813.0,48.0
N469WNBURLAS23683630,23683813.0,123.0
N8654BSEAMDW23683545,23683814.0,29.0
N386SWTPADAL23683645,23683814.0,-1.0
N785SWSMFBUR23683745,23683815.0,0.0
N961WNMCOALB23683670,23683815.0,-15.0
N909WNBNAMDW23683720,23683815.0,0.0
N8302FBWIPVD23683745,23683815.0,0.0
N7744ASANDAL23683655,23683816.0,-9.0
N562WNSNAOAK23683740,23683816.0,-9.0
N272WNDENMSP23683630,23683816.0,71.0
N7707CJAXBWI23683710,23683816.0,-4.0
N484WNBUFMCO23683670,23683817.0,-18.0
N8603FSANPHX23683755,23683817.0,-13.0
N418WNFLLBWI23683675,23683817.0,-8.0
N285WNDENEWR23683530,23683817.0,77.0
N7730AINDHOU23683640,23683818.0,13.0
N923WNDSMMDW23683690,23683818.0,53.0
N719SWMDWMCO23683640,23683818.0,18.0
N723SWAUSMDW23683660,23683818.0,3.0
N7702ASTLGRR23683730,23683818.0,13.0
N417WNLASPHL23683530,23683818.0,13.0
N214WNMDWPHX23683560,23683819.0,24.0
N416WNLAXOAK23683750,23683819.0,-6.0
N8620HDENLAS23683635,23683819.0,69.0
N560WNSEAPHX23683660,23683820.0,0.0
N945WNOAKSAN23683690,23683820.0,50.0
N8322XEWRPHX23683475,23683820.0,0.0
N685SWLAXSMF23683715,23683820.0,30.0
N277WNMCOCAK23683695,23683820.0,-15.0
N641SWBWIMCO23683625,23683820.0,50.0
N7715ERSWBWI23683685,23683821.0,-4.0
N396SWBOSSTL23683615,23683821.0,6.0
N8311QSLCMDW23683625,23683821.0,11.0
N622SWDALBWI23683650,23683821.0,6.0
N786SWPHLDEN23683580,23683821.0,-34.0
N232WNLASBOI23683640,23683821.0,76.0
N784SWPHXELP23683760,23683821.0,-4.0
N384SWSTLDAL23683715,23683822.0,2.0
N8642EBWISAN23683490,23683823.0,-22.0
N447WNTPABDL23683665,23683823.0,-2.0
N919WNSFOATL23683445,23683823.0,108.0
N8643APHXSNA23683710,23683823.0,43.0
N378SWPHXPDX23683630,23683824.0,24.0
N440LVTPABUF23683675,23683824.0,-11.0
N7734HHOUATL23683710,23683824.0,4.0
N494WNOAKPDX23683720,23683825.0,5.0
N200WNCLTBWI23683730,23683825.0,10.0
N459WNLGADEN23683535,23683825.0,5.0
N275WNSTLMDW23683705,23683826.0,56.0
N623SWATLSAT23683665,23683826.0,1.0
N228WNOAKHOU23683605,23683827.0,2.0
N221WNSANBNA23683600,23683827.0,2.0
N206WNAUSEWR23683615,23683827.0,2.0
N794SWOMASTL23683740,23683827.0,17.0
N395SWSFOPHX23683685,23683827.0,32.0
N525SWAUSDAL23683775,23683827.0,-3.0
N286WNIADSAN23683495,23683827.0,-8.0
N663SWRDUBWI23683765,23683827.0,2.0
N441WNPBIBWI23683685,23683828.0,3.0
N651SWTPABWI23683695,23683828.0,3.0
N763SWBWIFNT23683745,23683829.0,-21.0
N429WNORFBWI23683765,23683829.0,4.0
N773SAMCOBWI23683700,23683829.0,4.0
N767SWABQSAN23683610,23683829.0,104.0
N421LVPHXLAS23683605,23683829.0,164.0
N7713AABQMDW23683635,23683829.0,34.0
N8607MSTLPHX23683635,23683829.0,-21.0
N423WNONTSJC23683660,23683830.0,105.0
N657SWSFOLAS23683555,23683830.0,185.0
N227WNSATHOU23683780,23683830.0,0.0
N468WNSANSEA23683665,23683830.0,-15.0
N297WNDCAMKE23683710,23683830.0,-10.0
N258WNLASSNA23683745,23683830.0,25.0
N274WNSATLAX23683635,23683831.0,-14.0
N670SWFLLPVD23683640,23683831.0,6.0
N768SWFLLPHX23683515,23683832.0,-13.0
N966WNDALABQ23683710,23683832.0,12.0
N405WNBURLAS23683760,23683833.0,13.0
N551WNBURSMF23683755,23683833.0,3.0
N340LVMSPSTL23683750,23683833.0,-7.0
N295WNATLAUS23683670,23683833.0,3.0
N920WNLGAMDW23683645,23683834.0,29.0
N8621ADALMDW23683675,23683834.0,29.0
N751SWRDUHOU23683650,23683834.0,-6.0
N238WNSANTUS23683740,23683835.0,25.0
N467WNLAXDEN23683650,23683835.0,50.0
N602SWAUSLAX23683645,23683836.0,-14.0
N434WNSANLAS23683605,23683836.0,161.0
N555LVPHLSTL23683640,23683836.0,31.0
N700GSMDWBNA23683730,23683837.0,17.0
N949WNLASTUS23683665,23683837.0,102.0
N918WNINDBWI23683725,23683837.0,22.0
N8329BDENPHX23683705,23683837.0,17.0
N489WNMCODAL23683675,23683837.0,-18.0
N968WNLASSJC23683695,23683837.0,57.0
N642WNMDWPIT23683705,23683838.0,53.0
N211WNLASDAL23683655,23683838.0,28.0
N711HKSATLAS23683600,23683838.0,58.0
N944WNRNOLAS23683660,23683838.0,108.0
N937WNMDWATL23683710,23683838.0,13.0
N774SWHOUTPA23683710,23683838.0,13.0
N7706ABNAFLL23683685,23683838.0,23.0
N355SWMDWDCA23683655,23683839.0,79.0
N943WNISPMCO23683675,23683839.0,-11.0
N750SASNALAS23683690,23683840.0,85.0
N954WNMKEFLL23683665,23683840.0,-30.0
N929WNMDWLAS23683555,23683840.0,45.0
N409WNDENMCI23683685,23683842.0,67.0
N463WNMCIBNA23683725,23683842.0,27.0
N251WNPHXSLC23683700,23683843.0,48.0
N8648ASANMDW23683575,23683843.0,33.0
N8626BMCOPHX23683550,23683843.0,-12.0
N362SWATLMDW23683660,23683843.0,63.0
N906WNHOUMCO23683710,23683844.0,14.0
N367SWBWICHS23683730,23683844.0,14.0
N359SWFLLCMH23683690,23683844.0,-11.0
N8633AMCOBDL23683705,23683845.0,-15.0
N240WNDENBNA23683705,23683845.0,-5.0
N8612KPHXMKE23683655,23683845.0,-5.0
N249WNCAKDEN23683655,23683846.0,-29.0
N8622ATPAPHX23683570,23683846.0,-14.0
N760SWSATMDW23683630,23683846.0,61.0
N252WNSTLRDU23683730,23683847.0,17.0
N380SWOAKLAX23683760,23683848.0,13.0
N8639BBWIPHX23683535,23683848.0,-12.0
N7737ESJCLAS23683590,23683848.0,178.0
N439WNSTLCMH23683730,23683848.0,43.0
N479WNSANLAS23683735,23683849.0,44.0
N269WNBURSJC23683705,23683850.0,80.0
N742SWLASMCI23683540,23683850.0,145.0
N939WNCHSBWI23683735,23683850.0,25.0
N370SWPITMCO23683715,23683850.0,-10.0
N375SWBWIDAL23683605,23683850.0,30.0
N224WNONTOAK23683750,23683850.0,25.0
N615SWBWIBDL23683790,23683851.0,-9.0
N905WNBWIBHM23683725,23683851.0,-9.0
N765SWMKEPHX23683630,23683851.0,-14.0
N557WNEWRHOU23683605,23683852.0,-13.0
N604SWSTLDTW23683730,23683853.0,38.0
N624SWBWIDAY23683530,23683853.0,233.0
N289CTATLDEN23683670,23683853.0,-27.0
N432WNLAXLAS23683695,23683853.0,98.0
N601WNMCOCMH23683725,23683853.0,-2.0
N735SAPHXBUR23683765,23683854.0,4.0
N778SWSJCMDW23683570,23683855.0,35.0
N247WNPVDMCO23683690,23683855.0,-35.0
N915WNMDWHOU23683675,23683855.0,10.0
N8656BTPADEN23683625,23683856.0,-19.0
N388SWPHXDAL23683675,23683856.0,51.0
N438WNSJCLAS23683720,23683856.0,56.0
N8604KSLCLAS23683725,23683856.0,51.0
N706SWBHMMDW23683705,23683857.0,37.0
N7748ASANOAK23683735,23683858.0,33.0
N265WNOAKSNA23683760,23683858.0,18.0
N383SWDALPHX23683680,23683858.0,18.0
N718SWATLHOU23683710,23683858.0,3.0
N772SWSANBWI23683540,23683859.0,34.0
N7727ABURSJC23683785,23683859.0,9.0
N528SWDALELP23683745,23683860.0,10.0
N967WNSATELP23683780,23683860.0,-15.0
N701GSBWIATL23683750,23683860.0,-10.0
N748SWCMHBWI23683765,23683860.0,20.0
N727SWLASRNO23683770,23683861.0,11.0
N625SWBWIBUF23683760,23683861.0,31.0
N928WNMSYMCO23683750,23683861.0,16.0
N233LVFLLPHL23683705,23683861.0,-4.0
N739GBBOSBWI23683780,23683861.0,-19.0
N437WNSTLPHL23683730,23683863.0,13.0
N480WNHOUFLL23683710,23683863.0,23.0
N8638APBIISP23683720,23683863.0,-17.0
N253WNSNASJC23683795,23683863.0,-7.0
N796SWBWIBNA23683745,23683864.0,-6.0
N203WNDCATPA23683730,23683864.0,-21.0
N659SWHOUDAL23683800,23683865.0,5.0
N634SWRSWPIT23683720,23683866.0,-9.0
N379SWTPARDU23683760,23683866.0,6.0
N712SWATLTPA23683780,23683866.0,-4.0
N514SWDALHOU23683800,23683866.0,6.0
N8625APHXMSP23683685,23683866.0,-9.0
N453WNLGASTL23683675,23683867.0,7.0
N8328ABWIMHT23683745,23683867.0,42.0
N744SWHOUAUS23683810,23683867.0,12.0
N8651ABWIDEN23683625,23683868.0,-12.0
N352SWMAFHOU23683770,23683868.0,18.0
N7738ALAXPHX23683780,23683869.0,14.0
N8321DHOULAX23683635,23683869.0,4.0
N229WNOAKLAS23683770,23683869.0,14.0
N241WNBOSHOU23683565,23683870.0,15.0
N903WNSATPHX23683715,23683870.0,5.0
N455WNBNADEN23683705,23683870.0,-15.0
N932WNAUSPHX23683710,23683871.0,6.0
N8320JLAXLAS23683800,23683871.0,11.0
N448WNATLCMH23683780,23683871.0,-9.0
N371SWSMFLAX23683745,23683871.0,51.0
N8632ADALMCO23683730,23683872.0,-3.0
N473WNOKCDAL23683680,23683872.0,137.0
N402WNMSPDEN23683755,23683873.0,-17.0
N354SWBWIJAX23683725,23683873.0,23.0
N7723EHOUCHS23683745,23683873.0,-2.0
N8303RMDWMCI23683760,23683873.0,18.0
N779SWABQDEN23683795,23683873.0,-2.0
N951WNSMFPDX23683780,23683873.0,3.0
N207WNBWISDF23683760,23683873.0,3.0
N731SAFLLTPA23683830,23683874.0,-21.0
N8617EMSYLAS23683600,23683875.0,30.0
N791SWSFODAL23683585,23683875.0,90.0
N627SWOKCDEN23683790,23683875.0,-15.0
N8313FMDWMCO23683705,23683875.0,20.0
N788SAATLCAK23683785,23683876.0,-19.0
N955WNLASBWI23683480,23683876.0,131.0
N276WNLASSAN23683745,23683876.0,66.0
N522SWHOUSAT23683810,23683877.0,12.0
N291WNFLLMKE23683690,23683877.0,-28.0
N220WNONTLAS23683770,23683877.0,52.0
N400WNDENSMF23683715,23683877.0,7.0
N640SWTPAFNT23683725,23683877.0,-13.0
N524SWDALMAF23683810,23683878.0,-2.0
N7745ABWISTL23683725,23683878.0,8.0
N934WNPHXSJC23683750,23683878.0,18.0
N250WNBNAMCO23683775,23683878.0,-2.0
N714CBBWICLT23683790,23683878.0,-2.0
N7814BPHXSAN23683800,23683879.0,14.0
N8653ASTLDEN23683735,23683879.0,-1.0
N946WNABQLAX23683750,23683879.0,-1.0
N613SWLAXSFO23683615,23683879.0,189.0
N446WNMSYDEN23683725,23683879.0,-26.0
N216WRSNASMF23683780,23683879.0,14.0
N7726ALAXSJC23683790,23683879.0,24.0
N916WNAUSLBB23683775,23683880.0,35.0
N734SAMCOPHL23683725,23683880.0,15.0
N464WNMDWMEM23683760,23683881.0,16.0
N433LVBWIFLL23683725,23683881.0,-4.0
N684WNMCILAS23683655,23683882.0,37.0
N616SWMCIDEN23683775,23683883.0,-2.0
N218WNSMFLAS23683755,23683884.0,49.0
N649SWOAKBUR23683760,23683884.0,59.0
N8318FINDLAS23683585,23683884.0,39.0
N901WNOMADEN23683785,23683884.0,-6.0
N614SWDENLAS23683725,23683885.0,40.0
N363SWHOUGSP23683745,23683885.0,20.0
N957WNBWILAS23683555,23683886.0,1.0
N630WNLAXSJC23683665,23683886.0,156.0
N254WNPHXLAS23683725,23683886.0,96.0
N8324ALGADAL23683580,23683886.0,46.0
N376SWGEGBOI23683740,23683887.0,87.0
N287WNBWIRDU23683830,23683887.0,-13.0
N385SWBNAMCI23683800,23683888.0,-12.0
N921WNCMHSTL23683725,23683889.0,74.0
N357SWSFOSAN23683650,23683889.0,154.0
N215WNMDWDEN23683675,23683889.0,49.0
N8645ABWITPA23683725,23683890.0,10.0
N299WNMSYFLL23683725,23683890.0,60.0
N7741CLAXLAS23683745,23683890.0,80.0
N900WNMKEMSP23683825,23683891.0,-14.0
N8613KBNATPA23683690,23683891.0,96.0
N7701BMDWLAX23683540,23683892.0,77.0
N7749BMDWLAS23683600,23683892.0,47.0
N691WNBWIMCI23683725,23683892.0,-13.0
N908WNHOUMDW23683720,23683893.0,28.0
N749SWLASABQ23683690,23683893.0,118.0
N234WNMCIBWI23683700,23683894.0,59.0
N618WNABQPHX23683790,23683895.0,30.0
N452WNPHLMDW23683745,23683895.0,0.0
N293WNATLPIT23683785,23683895.0,0.0
N271LVBNACLE23683790,23683895.0,20.0
N782SAMCOPIT23683745,23683896.0,16.0
N913WNBWIBOS23683795,23683897.0,22.0
N389SWOAKBUR23683835,23683897.0,-3.0
N910WNBWISAT23683675,23683897.0,-23.0
N931WNSANSJC23683730,23683897.0,87.0
N600WNLASPHX23683810,23683897.0,12.0
N230WNPHXOAK23683750,23683897.0,27.0
N485WNMCIDAL23683745,23683898.0,58.0
N620SWHOUTUL23683810,23683899.0,4.0
N7811FMKEDEN23683720,23683900.0,10.0
N629SWDALBHM23683770,23683900.0,40.0
N292WNLGAMKE23683765,23683900.0,-20.0
N7722BTPAPHL23683755,23683900.0,0.0
N281WNSFOLAS23683800,23683901.0,16.0
N687SWSANSMF23683800,23683901.0,11.0
N523SWHOUHRL23683840,23683901.0,1.0
N705SWSATDEN23683690,23683901.0,71.0
N725SWHOULGA23683715,23683901.0,-9.0
N465WNSNAPHX23683835,23683902.0,-3.0
N709SWSJCBUR23683795,23683902.0,47.0
N638SWLAXSLC23683730,23683902.0,67.0
N202WNBWICMH23683790,23683903.0,28.0
N372SWLAXSFO23683770,23683904.0,59.0
N8327APHXSAN23683840,23683904.0,-1.0
N769SWATLMCI23683775,23683905.0,-10.0
N7716AMCOISP23683765,23683905.0,-5.0
N460WNSNASMF23683825,23683905.0,-5.0
N792SWMCIPDX23683690,23683905.0,-30.0
N7746CDCAATL23683795,23683906.0,-19.0
N612SWDENOAK23683725,23683906.0,21.0
N631SWATLRIC23683785,23683906.0,21.0
N267WNTPAIND23683760,23683906.0,6.0
N743SWOAKSAN23683825,23683906.0,-4.0
N610WNBNADTW23683790,23683907.0,27.0
N926WNSANOAK23683830,23683907.0,-13.0
N7732AMDWICT23683770,23683907.0,17.0
N213WNONTSJC23683845,23683907.0,-3.0
N491WNATLDTW23683790,23683907.0,-8.0
N552WNGEGLAS23683670,23683908.0,98.0
N669SWMCORIC23683755,23683909.0,44.0
N710SWSTLEWR23683770,23683909.0,4.0
N7740ADALSTL23683780,23683910.0,35.0
N780SWSANDEN23683785,23683910.0,-10.0
N8306HBNACMH23683795,23683910.0,45.0
N413WNSFOMDW23683555,23683911.0,106.0
N477WNATLPHL23683785,23683911.0,-4.0
N7813PDENBUR23683760,23683912.0,2.0
N703SWIADDEN23683670,23683912.0,-13.0
N785SWBURPHX23683840,23683912.0,-8.0
N8635FMCOMHT23683725,23683913.0,18.0
N525SWDALHOU23683860,23683913.0,-7.0
N623SWSATDAL23683855,23683913.0,-2.0
N486WNATLBDL23683785,23683913.0,-17.0
N239WNBWIOAK23683555,23683913.0,-17.0
N930WNATLLAX23683480,23683913.0,123.0
N228WNHOUCRP23683865,23683914.0,-6.0
N776WNBWICLE23683840,23683914.0,-1.0
N386SWDALLBB23683850,23683914.0,-1.0
N608SWMCOSTL23683765,23683914.0,-6.0
N394SWDENSAT23683800,23683915.0,-10.0
N422WNDALMCI23683830,23683915.0,0.0
N764SWBNABWI23683775,23683916.0,41.0
N7718BMCODEN23683690,23683916.0,-29.0
N235WNSNAOAK23683650,23683918.0,188.0
N704SWDENOKC23683830,23683918.0,-2.0
N8650FMDWBWI23683800,23683919.0,14.0
N361SWSANSFO23683680,23683919.0,149.0
N8643ASNALAS23683825,23683919.0,34.0
N754SWSMFSAN23683845,23683919.0,-11.0
N628SWATLRDU23683835,23683920.0,0.0
N656SWMCOATL23683805,23683920.0,20.0
N740SWDENOMA23683825,23683920.0,15.0
N609SWMCOGRR23683710,23683920.0,40.0
N8312CMCOSJU23683715,23683921.0,46.0
N798SWABQOAK23683785,23683921.0,-14.0
N935WNDTWSTL23683715,23683922.0,107.0
N645SWPHXSEA23683710,23683922.0,27.0
N373SWMKEBOS23683795,23683922.0,-3.0
N559WNMCOMCI23683725,23683923.0,13.0
N430WNATLMKE23683775,23683923.0,18.0
N8620HLASLAX23683785,23683924.0,69.0
N685SWSMFONT23683825,23683924.0,24.0
N771SAABQBWI23683720,23683925.0,-10.0
N940WNSANMCI23683740,23683925.0,0.0
N7733BHOUBOS23683715,23683925.0,0.0
N621SWATLOKC23683780,23683926.0,-14.0
N8316HTPAPVD23683775,23683926.0,-9.0
N205WNDENSAN23683785,23683926.0,-4.0
N8616CDENMCI23683830,23683926.0,6.0
N942WNONTMDW23683595,23683927.0,102.0
N716SWSTLMKE23683855,23683927.0,2.0
N941WNLASOAK23683760,23683927.0,77.0
N245WNDTWMDW23683815,23683928.0,38.0
N708SWPHXIND23683705,23683928.0,28.0
N374SWHOUATL23683800,23683928.0,18.0
N8319FSTLMDW23683795,23683929.0,69.0
N761RRFLLDEN23683670,23683929.0,-21.0
N423WNSJCLAX23683760,23683929.0,94.0
N403WNHOUDAL23683860,23683929.0,9.0
N741SAMDWATL23683650,23683929.0,164.0
N242WNHOULAS23683640,23683930.0,85.0
N959WNMCOSAN23683590,23683931.0,11.0
N450WNATLHOU23683795,23683931.0,-4.0
N7744ADALLIT23683870,23683932.0,2.0
N617SWTPAMKE23683775,23683932.0,-13.0
N272WNMSPMDW23683775,23683932.0,57.0
N416WNOAKLAX23683720,23683933.0,143.0
N755SADENSNA23683785,23683933.0,3.0
N8615EBWIPIT23683865,23683933.0,8.0
N7712GBWIAUS23683730,23683933.0,-32.0
N923WNMDWSTL23683795,23683933.0,68.0
N441WNBWIISP23683865,23683933.0,3.0
N635SWATLDAL23683780,23683933.0,3.0
N7752BMCIPHX23683740,23683934.0,19.0
N490WNLASAUS23683590,23683934.0,189.0
N500WRSTLLAS23683660,23683934.0,54.0
N944WNLASPHX23683765,23683935.0,100.0
N410WNMCOMDW23683730,23683935.0,35.0
N768SWPHXLAS23683760,23683935.0,115.0
N526SWDALAMA23683865,23683936.0,-4.0
N435WNONTDEN23683655,23683936.0,151.0
N418WNBWIBDL23683865,23683936.0,1.0
N497WNSEASJC23683795,23683937.0,17.0
N654SWHOUBNA23683790,23683937.0,47.0
N962WNHOUMAF23683865,23683938.0,-12.0
N8627BMCOBUF23683780,23683938.0,8.0
N956WNPHXSAT23683795,23683938.0,23.0
N511SWHOUELP23683810,23683938.0,8.0
N217JCDENRDU23683740,23683938.0,13.0
N273WNBWIMDW23683790,23683938.0,23.0
N475WNSEAOAK23683815,23683938.0,3.0
N794SWSTLATL23683850,23683939.0,-6.0
N767SWSANSMF23683760,23683939.0,89.0
N238WNTUSLAS23683845,23683939.0,14.0
N286WNSANSJC23683870,23683939.0,-11.0
