FLIGHT_IDENTIFIER,ARRIVAL_EPOCH,ARRIVAL_DELAY
N733SACMHTPA23674705,23674866.0,26.0
N7811FMDWLAS23674635,23674866.0,-4.0
N910WNBUROAK23674805,23674867.0,-8.0
N246LVPDXLAS23674745,23674867.0,2.0
N515SWHOUCRP23674810,23674867.0,7.0
N609SWLASPHX23674790,23674867.0,12.0
N746SWLASSAN23674805,23674868.0,-2.0
N500WRBWILAX23674515,23674868.0,-12.0
N243WNMCIATL23674750,23674869.0,4.0
N8309CPHXIND23674630,23674869.0,44.0
N467WNSATDAL23674805,23674869.0,9.0
N8647ADENPHL23674670,23674870.0,-10.0
N229WNSTLMDW23674780,23674870.0,25.0
N296WNPHXRNO23674770,23674871.0,-14.0
N8324AAUSDCA23674720,23674871.0,-24.0
N659SWLAXSFO23674795,23674871.0,1.0
N700GSELPPHX23674795,23674871.0,1.0
N480WNLASIND23674655,23674871.0,6.0
N554WNSANSJC23674795,23674871.0,-4.0
N265WNLAXSTL23674630,23674872.0,32.0
N639SWLASSFO23674770,23674872.0,12.0
N934WNONTLAS23674820,23674872.0,-3.0
N767SWMDWMCI23674795,23674873.0,-12.0
N202WNLASOAK23674795,23674873.0,-12.0
N485WNPHXMDW23674660,23674873.0,13.0
N483WNMCILAS23674690,23674873.0,-7.0
N201LVDENMCI23674795,23674874.0,-11.0
N943WNPVDMDW23674700,23674874.0,9.0
N401WNSFOLAS23674795,23674874.0,-6.0
N414WNDENBUR23674730,23674874.0,-1.0
N508SWAUSDAL23674820,23674875.0,0.0
N8655DBWIMHT23674790,23674875.0,10.0
N8649ABWIMDW23674745,23674875.0,5.0
N7735AATLBWI23674755,23674875.0,15.0
N213WNLASMAF23674720,23674876.0,36.0
N7738APHXMKE23674655,23674876.0,26.0
N772SWBWISJU23674625,23674876.0,11.0
N376SWBOSBWI23674765,23674876.0,11.0
N628SWDTWATL23674730,23674876.0,26.0
N8627BMKEBWI23674780,23674877.0,-18.0
N961WNBUFTPA23674700,23674877.0,7.0
N8632ALASMDW23674670,23674877.0,2.0
N780SWSNALAS23674825,23674877.0,-8.0
N654SWMSYHOU23674820,23674878.0,-17.0
N382SWBWIFLL23674715,23674878.0,8.0
N476WNDENSFO23674730,23674878.0,-22.0
N715SWLASBUR23674820,23674878.0,-7.0
N907WNMKESFO23674605,23674878.0,-12.0
N209WNONTSMF23674805,23674879.0,-1.0
N697SWLAXELP23674755,23674880.0,20.0
N8314LMDWALB23674765,23674880.0,5.0
N778SWATLTPA23674790,23674881.0,6.0
N238WNDENSJC23674730,23674881.0,-9.0
N522SWHOUHRL23674825,23674881.0,-9.0
N8316HMDWBUF23674765,23674881.0,31.0
N419WNPVDBWI23674795,23674881.0,1.0
N7711NBURPHX23674815,23674881.0,-14.0
N478WNOAKLAS23674780,23674882.0,17.0
N637SWLAXSMF23674810,23674882.0,-8.0
N8601CPHXTPA23674645,23674882.0,12.0
N927WNPHXHOU23674715,23674883.0,23.0
N8318FSJUMCO23674625,23674883.0,63.0
N608SWMDWBNA23674775,23674884.0,29.0
N383SWPHXOMA23674730,23674884.0,9.0
N230WNSATSAN23674665,23674884.0,34.0
N8635FMCOBUF23674750,23674884.0,-21.0
N7750AHOUTPA23674775,23674885.0,0.0
N7705ATPAATL23674800,23674885.0,-5.0
N433LVFLLBWI23674750,23674885.0,-20.0
N917WNDCADAL23674650,23674885.0,25.0
N950WNTPAMSY23674715,23674886.0,76.0
N405WNPHXLAX23674795,23674886.0,6.0
N495WNSEASAN23674725,23674886.0,-4.0
N8653ALASMCO23674600,23674886.0,26.0
N8641BLASMCI23674645,23674886.0,76.0
N412WNLAXHOU23674680,23674886.0,21.0
N618WNSDFBWI23674795,23674887.0,2.0
N8620HBUFMCO23674715,23674887.0,7.0
N8631ALASSEA23674725,23674887.0,7.0
N225WNORFBWI23674795,23674888.0,33.0
N936WNMDWPHX23674665,23674888.0,-12.0
N239WNDENOKC23674780,23674888.0,23.0
N8312CDENTPA23674660,23674888.0,33.0
N8308KDENMCO23674635,23674889.0,49.0
N623SWPHXLAS23674820,23674889.0,4.0
N8616CDENSMF23674735,23674890.0,0.0
N691WNHOUMSY23674820,23674890.0,10.0
N448WNPHXSAN23674815,23674890.0,10.0
N410WNSJCPHX23674790,23674891.0,-4.0
N775SWLAXATL23674620,23674891.0,21.0
N707SAOAKSNA23674810,23674891.0,1.0
N442WNMCIPHX23674720,23674891.0,-4.0
N663SWABQHOU23674745,23674891.0,31.0
N601WNSJCLAS23674800,23674892.0,12.0
N777QCTPAHOU23674750,23674892.0,-3.0
N7707CMDWSTL23674820,23674893.0,8.0
N632SWOAKPHX23674780,23674893.0,8.0
N409WNLAXTUS23674815,23674893.0,-2.0
N277WNSJUMCO23674695,23674893.0,3.0
N930WNDENOAK23674730,23674893.0,3.0
N237WNBWIRSW23674710,23674894.0,24.0
N8615EMSPMDW23674805,23674894.0,-6.0
N7733BEWRDEN23674620,23674894.0,4.0
N650SWISPBWI23674805,23674894.0,14.0
N407WNATLLAS23674600,23674894.0,14.0
N613SWPDXSJC23674800,23674894.0,-6.0
N408WNDALBWI23674715,23674896.0,16.0
N963WNMDWSAT23674735,23674896.0,-19.0
N8619FBWIRDU23674830,23674897.0,-3.0
N8633APHXBNA23674690,23674897.0,12.0
N216WRMDWRDU23674760,23674897.0,27.0
N228WNDENGEG23674735,23674897.0,17.0
N716SWTULLAS23674735,23674898.0,-17.0
N8626BAUSLAS23674715,23674898.0,3.0
N902WNDENIAD23674695,23674898.0,13.0
N373SWPHLMCO23674725,23674898.0,18.0
N494WNMCOPIT23674745,23674898.0,18.0
N938WNTUSLAX23674810,23674898.0,-7.0
N8639BMDWPVD23674780,23674898.0,-7.0
N462WNBURSJC23674840,23674899.0,-6.0
N705SWSEAMKE23674685,23674899.0,-6.0
N935WNSEAOAK23674765,23674900.0,10.0
N754SWMDWBOS23674760,23674901.0,6.0
N685SWATLBOS23674740,23674901.0,11.0
N939WNPHXSNA23674835,23674901.0,-9.0
N8607MPHXMCO23674630,23674902.0,37.0
N424WNLAXMDW23674640,23674902.0,27.0
N7737EMKEDCA23674805,23674902.0,-13.0
N525SWAUSHOU23674830,23674903.0,23.0
N747SALAXSJC23674835,23674903.0,3.0
N635SWGEGLAS23674765,23674903.0,3.0
N732SWCAKRSW23674715,23674904.0,34.0
N267WNPITMDW23674815,23674904.0,-6.0
N384SWONTOAK23674825,23674904.0,9.0
N906WNSDFMCO23674795,23674905.0,-10.0
N792SWSMFSAN23674825,23674905.0,-5.0
N361SWATLPHL23674780,23674906.0,6.0
N7744ATPAMCI23674725,23674906.0,11.0
N916WNMCIBNA23674825,23674906.0,-4.0
N633SWCAKTPA23674720,23674907.0,42.0
N436WNSATLAS23674720,23674907.0,7.0
N657SWHOUOKC23674810,23674907.0,17.0
N7718BOAKONT23674840,23674907.0,-3.0
N7723ERSWCMH23674750,23674907.0,12.0
N7747CMCOPVD23674760,23674907.0,-8.0
N449WNMDWMCO23674735,23674907.0,17.0
N636WNHOUDAL23674800,23674907.0,47.0
N390SWLAXPHX23674805,23674907.0,27.0
N921WNBNASTL23674835,23674907.0,7.0
N295WNLAXDEN23674760,23674908.0,8.0
N378SWPITMCO23674770,23674908.0,-2.0
N798SWDALSTL23674775,23674909.0,44.0
N363SWSANPHX23674825,23674909.0,9.0
N352SWBWICLE23674825,23674910.0,10.0
N406WNSFOSNA23674825,23674910.0,0.0
N241WNLASRDU23674655,23674910.0,0.0
N264LVMSYEWR23674725,23674910.0,25.0
N952WNSNASMF23674835,23674910.0,-10.0
N784SWPHXAUS23674790,23674911.0,-9.0
N602SWOAKSAN23674810,23674911.0,21.0
N604SWMDWDEN23674665,23674911.0,86.0
N526SWLBBDAL23674845,23674911.0,1.0
N712SWBURSMF23674840,23674911.0,-4.0
N908WNPHXRDU23674625,23674912.0,52.0
N270WNBNALAS23674670,23674912.0,-13.0
N714CBLASICT23674720,23674912.0,47.0
N432WNLGABNA23674710,23674913.0,43.0
N958WNLGAHOU23674615,23674913.0,43.0
N523SWDALLBB23674850,23674914.0,-1.0
N7736APDXDEN23674760,23674914.0,9.0
N8614MDTWPHX23674625,23674914.0,19.0
N645SWINDDEN23674725,23674915.0,10.0
N208WNATLJAX23674800,23674915.0,40.0
N755SAPHXABQ23674845,23674915.0,10.0
N703SWSNASFO23674840,23674915.0,-10.0
N600WNDALHOU23674860,23674915.0,-5.0
N641SWINDRSW23674750,23674917.0,22.0
N355SWAMALAS23674785,23674917.0,2.0
N625SWMSPPHX23674690,23674917.0,17.0
N956WNABQPDX23674720,23674917.0,17.0
N945WNTPABWI23674725,23674917.0,57.0
N967WNOAKLAX23674795,23674918.0,48.0
N8618NDENSLC23674845,23674918.0,-12.0
N606SWBWITPA23674760,23674919.0,9.0
N290WNHOUPHX23674745,23674919.0,4.0
N286WNDENHOU23674755,23674919.0,29.0
N524SWDALAUS23674825,23674919.0,44.0
N766SWSANOAK23674825,23674920.0,10.0
N964WNMKEATL23674790,23674921.0,16.0
N7739ADCAMDW23674795,23674921.0,-4.0
N7815LSANSAT23674760,23674922.0,2.0
N283WNDENATL23674755,23674922.0,-8.0
N8323CLASTPA23674660,23674922.0,12.0
N236WNBNALGA23674670,23674922.0,127.0
N440LVMCOATL23674805,23674923.0,28.0
N8644CBWISLC23674615,23674923.0,13.0
N624SWATLSTL23674800,23674923.0,23.0
N968WNHOUDAL23674860,23674923.0,3.0
N474WNCLTMDW23674750,23674924.0,44.0
N422WNLASFNT23674700,23674924.0,-1.0
N274WNLASPIT23674675,23674924.0,4.0
N8311QPHXLAS23674865,23674924.0,-6.0
N959WNDENOMA23674845,23674924.0,4.0
N706SWBDLMDW23674725,23674924.0,39.0
N8303RDENPHX23674820,23674925.0,-5.0
N252WNSANSMF23674845,23674925.0,-15.0
N791SWBNASAT23674745,23674925.0,30.0
N925WNHOUMDW23674780,23674926.0,1.0
N298WNLASRNO23674850,23674926.0,-4.0
N776WNMCOPHL23674775,23674926.0,11.0
N398SWBWISTL23674775,23674926.0,11.0
N763SWATLSAT23674740,23674927.0,47.0
N8317MDENLAX23674735,23674927.0,37.0
N631SWSJCLAX23674840,23674927.0,12.0
N397SWABQOAK23674785,23674927.0,-8.0
N739GBLASLAX23674860,23674927.0,-3.0
N366SWLASONT23674870,23674928.0,3.0
N8329BSEAPHX23674760,23674928.0,3.0
N962WNDCADAL23674710,23674928.0,13.0
N287WNMCIPDX23674660,23674929.0,34.0
N788SAABQDEN23674850,23674929.0,-1.0
N743SWMDWDTW23674760,23674929.0,99.0
N789SWBNABWI23674845,23674930.0,-15.0
N450WNMDWMHT23674765,23674930.0,40.0
N719SWHOUBWI23674755,23674930.0,5.0
N969WNMHTMDW23674750,23674930.0,15.0
N670SWLAXOAK23674840,23674930.0,15.0
N8302FMCOSJU23674770,23674930.0,-5.0
N275WNRDUTPA23674830,23674931.0,-9.0
N356SWBWIBNA23674810,23674931.0,6.0
N796SWLASATL23674645,23674931.0,61.0
N250WNSEASMF23674820,23674932.0,7.0
N8651ASNAPHX23674865,23674932.0,-3.0
N929WNDENEWR23674720,23674932.0,-8.0
N413WNDENGRR23674790,23674932.0,-8.0
N620SWDALMAF23674850,23674933.0,13.0
N291WNDCAATL23674770,23674933.0,58.0
N923WNMSYSTL23674815,23674934.0,19.0
N457WNSTLBWI23674815,23674934.0,4.0
N8640DPHXDEN23674780,23674934.0,39.0
N737JWBWIBDL23674840,23674934.0,29.0
N391SWMCILAX23674695,23674934.0,19.0
N469WNOAKSAN23674855,23674934.0,-6.0
N254WNDALTUL23674860,23674935.0,20.0
N451WNRDUFLL23674760,23674935.0,55.0
N528SWDALAUS23674885,23674935.0,0.0
N231WNSJCSAN23674850,23674935.0,10.0
N7716ABOSATL23674725,23674935.0,30.0
N797MXHOUABQ23674785,23674935.0,20.0
N372SWSFOLAX23674845,23674935.0,10.0
N458WNATLFLL23674800,23674936.0,21.0
N394SWINDTPA23674805,23674936.0,1.0
N280WNSMFONT23674860,23674936.0,1.0
N520SWHOUELP23674810,23674937.0,7.0
N782SABOSDEN23674645,23674937.0,-3.0
N416WNDALLAX23674760,23674937.0,-28.0
N7812GSMFBUR23674855,23674938.0,18.0
N479WNSLCPHX23674850,23674938.0,-7.0
N7749BDENBOI23674800,23674938.0,23.0
N653SWMCOBWI23674815,23674938.0,-7.0
N708SWSEAABQ23674770,23674938.0,-2.0
N741SAMCISAN23674740,23674938.0,-17.0
N966WNPHXELP23674855,23674939.0,19.0
N787SAIADDEN23674690,23674939.0,-1.0
N289CTATLMCI23674800,23674940.0,5.0
N460WNMCISTL23674875,23674941.0,11.0
N942WNLAXMKE23674705,23674942.0,7.0
N297WNDALLGA23674720,23674943.0,28.0
N221WNOAKHOU23674705,23674943.0,18.0
N455WNDENPDX23674735,23674943.0,38.0
N219WNDENAUS23674820,23674943.0,-2.0
N717SALASSJC23674865,23674944.0,-6.0
N212WNATLMSY23674810,23674944.0,39.0
N418WNBUROAK23674880,23674944.0,-6.0
N8307KHOUSAN23674745,23674944.0,-11.0
N773SAMDWMSP23674835,23674944.0,24.0
N615SWAUSELP23674820,23674944.0,29.0
N247WNOAKMDW23674690,23674945.0,10.0
N497WNDENMSP23674835,23674945.0,0.0
N941WNMDWATL23674835,23674945.0,0.0
N913WNEWRHOU23674660,23674945.0,35.0
N461WNISPTPA23674735,23674946.0,26.0
N955WNPITPHX23674655,23674947.0,2.0
N729SWBWIPIT23674880,23674947.0,7.0
N694SWBDLBWI23674860,23674948.0,8.0
N245WNMDWDAL23674705,23674948.0,98.0
N367SWDALMCO23674780,23674948.0,23.0
N7813PMHTBWI23674855,23674948.0,-2.0
N562WNCMHPHX23674670,23674948.0,8.0
N411WNBWIMCO23674805,23674948.0,3.0
N619SWHOUDEN23674775,23674949.0,19.0
N8623FLAXSLC23674815,23674950.0,30.0
N214WNCMHMDW23674835,23674950.0,40.0
N8321DMDWFLL23674775,23674950.0,0.0
N781WNMDWDCA23674840,23674950.0,5.0
N514SWDALHOU23674890,23674951.0,1.0
N8605EFLLTPA23674865,23674951.0,26.0
N762SWSTLRSW23674780,23674952.0,27.0
N7720FBURSJC23674895,23674952.0,-8.0
N770SAPHXDAL23674790,23674952.0,32.0
N725SWGEGPHX23674820,23674953.0,-22.0
N511SWHOUAUS23674900,23674953.0,3.0
N7751ABUFBWI23674895,23674953.0,-12.0
N210WNCLEMDW23674880,23674954.0,-16.0
N279WNOKCHOU23674860,23674954.0,9.0
N468WNDENLAS23674825,23674955.0,20.0
N430WNDALAMA23674800,23674955.0,85.0
N723SWSANIAD23674665,23674956.0,11.0
N627SWMDWORF23674765,23674956.0,71.0
N466WNBNARDU23674880,23674956.0,-4.0
N444WNPHXCLE23674710,23674956.0,16.0
N527SWMSYDAL23674875,23674956.0,-4.0
N515SWCRPHOU23674890,23674956.0,16.0
N340LVCMHATL23674870,23674957.0,-13.0
N8646BEWRAUS23674695,23674957.0,2.0
N771SASATPHX23674780,23674957.0,27.0
N626SWLAXSFO23674885,23674958.0,-7.0
N399WNBWIPWM23674860,23674958.0,18.0
N733SATPAFLL23674870,23674958.0,28.0
N273WNMDWJAX23674800,23674959.0,29.0
N281WNSTLMCO23674800,23674959.0,24.0
N551WNDENDAL23674840,23674959.0,9.0
N255WNMKESEA23674645,23674959.0,44.0
N720WNATLSAN23674660,23674959.0,-6.0
N760SWMDWBWI23674860,23674959.0,-6.0
N271LVSLCLAS23674885,23674960.0,-5.0
N8630BHOULAX23674705,23674960.0,30.0
N227WNLASABQ23674875,23674960.0,0.0
N423WNHOUBOS23674745,23674960.0,10.0
N414WNBURLAS23674905,23674960.0,-5.0
N629SWBWIDAY23674870,23674960.0,0.0
N233LVTPABHM23674830,23674962.0,47.0
N922WNOMALAS23674800,23674962.0,-18.0
N467WNDALSAT23674890,23674963.0,13.0
N7726ARDUBNA23674870,23674963.0,-2.0
N370SWPHXMSP23674780,23674963.0,-2.0
N420WNATLMDW23674845,23674963.0,-2.0
N8637ALGADAL23674675,23674963.0,43.0
N248WNLAXDAL23674740,23674963.0,53.0
N949WNOAKSNA23674880,23674964.0,4.0
N282WNMDWLIT23674780,23674964.0,79.0
N649SWSANLAS23674890,23674964.0,4.0
N294WNHOUEWR23674720,23674965.0,45.0
N261WNSJCSNA23674875,23674965.0,15.0
N684WNDCABNA23674770,23674966.0,81.0
N392SWSMFDEN23674785,23674966.0,41.0
N403WNSMFLAX23674835,23674967.0,57.0
N8608NLASHOU23674785,23674967.0,2.0
N736SADALABQ23674830,23674968.0,28.0
N360SWAUSTPA23674815,23674968.0,23.0
N491WNTPAIND23674815,23674969.0,19.0
N557WNLASSAT23674810,23674969.0,9.0
N371SWATLDAL23674820,23674969.0,-1.0
N933WNLASPDX23674835,23674969.0,-6.0
N774SWFNTTPA23674735,23674970.0,70.0
N918WNATLLAX23674650,23674970.0,10.0
N7735ABWIISP23674900,23674970.0,10.0
N756SAMDWBNA23674860,23674970.0,25.0
N417WNDENDTW23674785,23674970.0,25.0
N437WNSMFPDX23674885,23674971.0,-4.0
N522SWHRLHOU23674920,23674972.0,-13.0
N651SWSANSFO23674895,23674973.0,-12.0
N299WNRNOLAS23674905,23674973.0,-2.0
N213WNMAFDAL23674870,23674973.0,38.0
N426WNSDFMDW23674875,23674974.0,19.0
N614SWDCAHOU23674760,23674974.0,-6.0
N555LVBWIIND23674860,23674974.0,9.0
N617SWBWICMH23674890,23674974.0,4.0
N222WNPHXPHL23674700,23674974.0,4.0
N790SWOAKLAX23674870,23674974.0,29.0
N8600FAUSFLL23674800,23674974.0,24.0
N211WNDALDCA23674800,23674974.0,9.0
N7709APHLTPA23674790,23674975.0,20.0
N483WNLASSNA23674920,23674975.0,-5.0
N634SWABQMCI23674805,23674975.0,65.0
N652SWFLLBDL23674790,23674975.0,5.0
N8325DPDXPHX23674840,23674975.0,-15.0
N266WNLAXRNO23674880,23674975.0,15.0
N953WNSNAOAK23674900,23674976.0,-4.0
N218WNHOUGSP23674835,23674976.0,21.0
N663SWHOUDAL23674890,23674976.0,26.0
N960WNMCIBOS23674820,23674977.0,-8.0
N7703AISPMCO23674740,23674978.0,68.0
N508SWDALHOU23674920,23674978.0,-7.0
N646SWFLLSTL23674810,23674978.0,-7.0
N915WNSMFPHX23674840,23674978.0,33.0
N8612KDENMDW23674800,23674979.0,39.0
N7752BLGASTL23674785,23674979.0,14.0
N948WNLAXLAS23674905,23674979.0,9.0
N642WNSLCOAK23674855,23674979.0,14.0
N740SWCAKATL23674875,23674979.0,-11.0
N242WNPHXLAS23674915,23674979.0,-1.0
N795SWMCOBNA23674820,23674979.0,44.0
N238WNSJCBUR23674920,23674980.0,0.0
N7702APDXSMF23674905,23674981.0,-9.0
N931WNDCAMDW23674860,23674981.0,-9.0
N7745ALASDAL23674795,23674981.0,26.0
N488WNPHLFLL23674800,23674981.0,16.0
N7706AOMADEN23674855,23674982.0,27.0
N453WNLASMSY23674705,23674982.0,77.0
N616SWDALMCI23674860,23674982.0,37.0
N777QCHOUSAT23674925,23674982.0,2.0
N724SWMDWLAX23674725,23674982.0,-18.0
N965WNMEMMDW23674865,23674983.0,18.0
N767SWMCIMDW23674915,23674983.0,-17.0
N362SWBOSBWI23674885,23674983.0,3.0
N477WNLASCMH23674760,23674984.0,-6.0
N389SWPHLMCO23674825,23674984.0,4.0
N623SWLASSAN23674925,23674984.0,-6.0
N751SWPBIISP23674835,23674985.0,-5.0
N8313FMDWRSW23674800,23674985.0,20.0
N464WNDENPHX23674880,23674986.0,-4.0
N225WNBWIPVD23674895,23674986.0,21.0
N934WNLASPHX23674910,23674986.0,11.0
N435WNBWIFLL23674800,23674986.0,26.0
N401WNLASSLC23674910,23674986.0,-4.0
N951WNPDXABQ23674845,23674987.0,-13.0
N7746CHOUTUL23674860,23674987.0,47.0
N704SWLAXLAS23674830,23674988.0,93.0
N8326FMDWSMF23674695,23674988.0,18.0
N375SWSFOSAN23674900,23674988.0,-7.0
N700GSPHXLAX23674905,23674990.0,10.0
N612SWMDWROC23674885,23674990.0,15.0
N415WNHOULGA23674720,23674990.0,75.0
N901WNMSPATL23674840,23674991.0,1.0
N202WNOAKBUR23674915,23674991.0,11.0
N386SWMCILAS23674825,23674991.0,-24.0
N924WNELPAUS23674720,23674991.0,181.0
N8602FTPALAS23674700,23674992.0,-13.0
N251WNMDWDEN23674785,23674992.0,47.0
N262WNMCODEN23674735,23674992.0,7.0
N659SWSFOLAS23674910,23674992.0,-8.0
N431WNATLMKE23674825,23674992.0,47.0
N448WNSANPHX23674910,23674993.0,13.0
N7712GLAXDEN23674825,23674993.0,33.0
N936WNPHXSAN23674930,23674994.0,-1.0
N7718BONTLAS23674940,23674994.0,-1.0
N485WNMDWPIT23674895,23674994.0,24.0
N779SWMDWBDL23674820,23674995.0,55.0
N7708EPBIATL23674880,23674995.0,5.0
N554WNSJCLAS23674920,23674995.0,-5.0
N288WNALBMCO23674810,23674995.0,0.0
N8648ASANDEN23674820,23674995.0,35.0
N648SWDENCAK23674735,23674996.0,96.0
N637SWSMFONT23674920,23674996.0,1.0
N8638ALASBWI23674725,23674996.0,6.0
N7704BBDLTPA23674785,23674996.0,16.0
N359SWSLCDEN23674895,23674997.0,17.0
N707SASNASJC23674920,23674997.0,2.0
N495WNSANLAS23674920,23674998.0,8.0
N7723ECMHBWI23674925,23674998.0,-2.0
N783SWBWIOKC23674785,23674999.0,9.0
N900WNMCIDEN23674880,23674999.0,9.0
N909WNSJUMCO23674805,23674999.0,-1.0
N621SWFLLAUS23674815,23674999.0,-6.0
N947WNMDWPHL23674875,23674999.0,14.0
N476WNSFOSNA23674925,23675000.0,-10.0
N780SWLASTUS23674930,23675000.0,-5.0
N442WNPHXSNA23674925,23675001.0,1.0
N8606CHOULAS23674815,23675001.0,-14.0
N475WNPHXEWR23674690,23675001.0,26.0
N747SASJCONT23674930,23675001.0,6.0
N8320JBNADEN23674825,23675002.0,-3.0
N8301JFLLBWI23674865,23675002.0,-13.0
N613SWSJCLAX23674930,23675002.0,7.0
N523SWLBBDAL23674950,23675003.0,-7.0
N622SWRICATL23674885,23675004.0,14.0
N481WNRSWCAK23674705,23675004.0,149.0
N524SWAUSDAL23674910,23675004.0,39.0
N628SWATLMCO23674880,23675004.0,34.0
N660SWTPABUF23674845,23675005.0,5.0
N395SWECPHOU23674835,23675005.0,55.0
N750SAMDWLAS23674770,23675005.0,-5.0
N223WNDENSEA23674790,23675005.0,40.0
N230WNSANSJC23674880,23675005.0,45.0
N454WNOAKAUS23674780,23675005.0,25.0
N954WNMCOMKE23674770,23675006.0,66.0
N958WNHOUDAL23674920,23675006.0,26.0
N352SWCLEBWI23674945,23675006.0,-19.0
N438WNPHXOKC23674785,23675006.0,96.0
N436WNLASRNO23674930,23675007.0,-3.0
N7714BPHLPHX23674660,23675007.0,17.0
N8622AAUSBWI23674840,23675007.0,-13.0
N409WNTUSLAS23674925,23675007.0,7.0
N761RRSTLSFO23674700,23675007.0,42.0
N268WNSATATL23674840,23675007.0,32.0
N908WNRDUBWI23674890,23675008.0,58.0
N630WNSJCSEA23674880,23675008.0,3.0
N493WNSANMDW23674765,23675009.0,9.0
N526SWDALSAT23674950,23675009.0,-6.0
N930WNOAKLAX23674920,23675009.0,19.0
N920WNBDLATL23674825,23675009.0,19.0
N232WNISPFLL23674785,23675009.0,39.0
N408WNBWIALB23674910,23675010.0,30.0
N786SWMCOSAT23674800,23675010.0,35.0
N968WNDALHOU23674950,23675010.0,-5.0
N7741CMDWAUS23674855,23675011.0,-14.0
N439WNMDWSAN23674690,23675011.0,56.0
N433LVBWIBOS23674940,23675011.0,-14.0
N249WNMDWMSY23674860,23675012.0,12.0
N364SWDSMLAS23674740,23675012.0,72.0
N472WNMKELAS23674755,23675012.0,17.0
N8641BMCIDAL23674855,23675012.0,67.0
N654SWHOUDAL23674950,23675012.0,2.0
N757LVMHTMCO23674795,23675012.0,12.0
N758SWDENLGA23674660,23675013.0,133.0
N763SWSATHOU23674910,23675013.0,48.0
N428WNSJUTPA23674780,23675013.0,38.0
N229WNMDWMCI23674900,23675013.0,23.0
N610WNSEAOAK23674895,23675013.0,-2.0
N407WNLASOAK23674915,23675014.0,9.0
N452WNSANMCO23674735,23675014.0,9.0
N7728DLAXMDW23674755,23675014.0,29.0
N944WNFLLMSY23674895,23675015.0,-10.0
N552WNPHXTUL23674860,23675015.0,20.0
N265WNSTLDCA23674875,23675015.0,30.0
N525SWHOUMAF23674910,23675015.0,20.0
N714CBICTDAL23674895,23675015.0,45.0
N8604KMDWTPA23674840,23675016.0,26.0
N718SWBDLMCO23674765,23675016.0,71.0
N691WNMSYAUS23674905,23675017.0,27.0
N928WNBOSBNA23674830,23675017.0,7.0
N363SWPHXONT23674930,23675017.0,22.0
N550WNSJUATL23674745,23675018.0,28.0
N914WNPHLMDW23674865,23675018.0,8.0
N697SWELPHOU23674905,23675018.0,8.0
N635SWLASBUR23674945,23675018.0,8.0
N216WRRDUATL23674905,23675018.0,28.0
N441WNSJUBWI23674700,23675018.0,63.0
N226WNDCAMCI23674835,23675019.0,4.0
N346SWMCITPA23674830,23675019.0,39.0
N7747CPVDBWI23674950,23675019.0,-16.0
N465WNMSPDEN23674895,23675019.0,-11.0
N738CBLASMDW23674800,23675019.0,9.0
N775SWATLDCA23674900,23675019.0,19.0
N8327ASTLLAS23674795,23675020.0,0.0
N712SWSMFSNA23674945,23675020.0,-5.0
N927WNHOUBNA23674890,23675020.0,25.0
N749SWSNADAL23674835,23675020.0,20.0
N419WNBWICHS23674915,23675021.0,6.0
N484WNSTLPHX23674815,23675021.0,-4.0
N292WNATLDTW23674860,23675022.0,42.0
N369SWMCOIND23674830,23675023.0,48.0
N357SWMCOCMH23674890,23675023.0,-2.0
N224WNSATTPA23674895,23675024.0,-6.0
N608SWBNAMSY23674885,23675024.0,44.0
N923WNSTLMDW23674950,23675024.0,9.0
N286WNHOUMSY23674920,23675024.0,44.0
N480WNINDMCO23674895,23675024.0,-11.0
N716SWLASSMF23674930,23675025.0,5.0
N7815LSATDAL23674950,23675025.0,15.0
N8652BSEADEN23674820,23675025.0,45.0
N354SWBWIATL23674900,23675026.0,6.0
N404WNLAXBNA23674785,23675026.0,11.0
N514SWHOUCRP23674985,23675026.0,-9.0
N560WNSFOMKE23674775,23675027.0,12.0
N259WNMKETPA23674850,23675027.0,17.0
N528SWAUSLBB23674960,23675028.0,-2.0
N773SAMSPMKE23674950,23675028.0,8.0
N200WNDENMCO23674820,23675028.0,8.0
N263WNMCOROC23674855,23675028.0,18.0
N398SWSTLMCI23674950,23675028.0,18.0
N406WNSNASMF23674955,23675029.0,-11.0
N7705AATLRSW23674920,23675029.0,9.0
N7812GBUROAK23674955,23675029.0,4.0
N656SWDALFLL23674845,23675029.0,29.0
N8633ABNADCA23674940,23675030.0,-5.0
N959WNOMAMDW23674950,23675030.0,-10.0
N8610ABWILAS23674700,23675031.0,1.0
N602SWSANOAK23674930,23675031.0,16.0
N277WNMCORDU23674930,23675031.0,1.0
N8617EATLLGA23674800,23675031.0,101.0
N650SWBWIFNT23674915,23675032.0,17.0
N358SWLASMCI23674840,23675033.0,28.0
N631SWLAXOAK23674950,23675033.0,8.0
N385SWBWIJAX23674890,23675033.0,18.0
N422WNFNTBWI23674955,23675033.0,-12.0
N798SWSTLATL23674895,23675034.0,44.0
N952WNSMFSAN23674955,23675034.0,-6.0
N7740ABWIHOU23674815,23675034.0,-6.0
N366SWONTPHX23674955,23675035.0,15.0
N231WNSANPHX23674955,23675035.0,10.0
N926WNLAXHOU23674810,23675036.0,41.0
N372SWLAXSFO23674955,23675036.0,6.0
N752SWDENLAX23674860,23675036.0,31.0
N353SWMCOSDF23674915,23675036.0,-4.0
